policy,n,mean_rank,win_rate,top4_rate,recorded_smaller_body_pivots
旧估值策略,1248,4.511217948717949,0.0953525641025641,0.5184294871794872,0
长期收益AI,1248,4.488782051282051,0.1546474358974359,0.48157051282051283,7444
